"","LAT_ORIGEN","LONG_ORIGEN","ID_ORIGEN","LAT_DEST","LONG_DEST","ID_DEST","ETC"
"238",4.329242742,-74.364914724,"125290001355",4.327306399,-74.39413155,"225290000914","FUSAGASUGA"
"239",4.329242742,-74.364914724,"125290001355",4.344159,-74.363258,"125290001118","FUSAGASUGA"
"240",4.329242742,-74.364914724,"125290001355",4.326365,-74.363637,"225290000604","FUSAGASUGA"
"241",4.329242742,-74.364914724,"125290001355",4.370358,-74.397609,"225290000604","FUSAGASUGA"
"242",4.329242742,-74.364914724,"125290001355",4.326535,-74.363537,"225290001198","FUSAGASUGA"
"243",4.329242742,-74.364914724,"125290001355",4.337582349,-74.36479165,"125290000103","FUSAGASUGA"
"244",4.329242742,-74.364914724,"125290001355",4.331864,-74.364811,"225290001198","FUSAGASUGA"
"245",4.329242742,-74.364914724,"125290001355",4.343913,-74.363279,"225290000604","FUSAGASUGA"
"246",4.329242742,-74.364914724,"125290001355",4.3352972,-74.362131717,"125290000839","FUSAGASUGA"
"247",4.329242742,-74.364914724,"125290001355",4.326375,-74.363737,"125290001355","FUSAGASUGA"
"248",4.329242742,-74.364914724,"125290001355",4.347299712,-74.358791467,"125290001118","FUSAGASUGA"
"249",4.329242742,-74.364914724,"125290001355",4.326342636,-74.36161738,"125290001355","FUSAGASUGA"
"250",4.329242742,-74.364914724,"125290001355",4.295064,-74.451492,"225290001643","FUSAGASUGA"
"251",4.329242742,-74.364914724,"125290001355",4.343795,-74.363129,"225290001198","FUSAGASUGA"
"252",4.329242742,-74.364914724,"125290001355",4.32684154,-74.39971817,"125290002246","FUSAGASUGA"
"253",4.329242742,-74.364914724,"125290001355",4.378358,-74.363137,"225290001317","FUSAGASUGA"
"254",4.329242742,-74.364914724,"125290001355",4.330856206,-74.40379661,"125290002246","FUSAGASUGA"
"255",4.329242742,-74.364914724,"125290001355",4.346510808,-74.36373615,"125290001835","FUSAGASUGA"
"256",4.329242742,-74.364914724,"125290001355",4.338789582,-74.361150088,"125290000839","FUSAGASUGA"
"257",4.329242742,-74.364914724,"125290001355",4.280602,-74.384179,"225290001198","FUSAGASUGA"
"258",4.329242742,-74.364914724,"125290001355",4.340796405,-74.35945041,"125290000049","FUSAGASUGA"
"259",4.329242742,-74.364914724,"125290001355",4.331753825,-74.39499665,"125290002246","FUSAGASUGA"
"260",4.329242742,-74.364914724,"125290001355",4.327240719,-74.399299759,"125290002246","FUSAGASUGA"
"261",4.329242742,-74.364914724,"125290001355",4.344406114,-74.365787866,"125290001835","FUSAGASUGA"
"262",4.329242742,-74.364914724,"125290001355",4.344234,-74.362915,"225290001198","FUSAGASUGA"
"263",4.329242742,-74.364914724,"125290001355",4.353400164,-74.358025529,"125290001118","FUSAGASUGA"
"264",4.329242742,-74.364914724,"125290001355",4.312155247,-74.401774406,"225290001180","FUSAGASUGA"
"265",4.329242742,-74.364914724,"125290001355",4.337413607,-74.36490153,"125290000103","FUSAGASUGA"
"266",4.329242742,-74.364914724,"125290001355",4.34402,-74.363279,"125290001118","FUSAGASUGA"
"267",4.329242742,-74.364914724,"125290001355",4.299803,-74.377719,"225290001198","FUSAGASUGA"
"268",4.329242742,-74.364914724,"125290001355",4.335391714,-74.3635868,"125290000049","FUSAGASUGA"
"269",4.329242742,-74.364914724,"125290001355",4.337765,-74.364395,"225290001198","FUSAGASUGA"
"270",4.329242742,-74.364914724,"125290001355",4.282833,-74.363637,"225290000604","FUSAGASUGA"
